Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
169,"I Tattersall","Madagascar's lemurs: cryptic diversity or taxonomic inflation?",2007,"… Anthropology: Issues, News, and Reviews: Issues …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/evan.20126","https://scholar.google.com/scholar?cites=18248040871032257597&as_sdt=2005&sciodt=0,5&hl=en",553,"2022-06-03 12:54:03","","10.1002/evan.20126","","",,,,,169,11.27,169,1,15,"… coquereli should be separated at the species level, citing morphometric, molecular, and … coquereli being Morondava in the central-west, these authors proposed the new name M. …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/evan.20126","https://scholar.google.com/scholar?q=related:PfyvbH0QPv0J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
26,"GH Jacobs","Progress toward understanding the evolution of primate color vision",2002,"Evolutionary Anthropology: Issues, News, and Reviews …","sites.oxy.edu","http://sites.oxy.edu/clint/physio/article/progresstowardunderstandingtheevolutionofprimatecolorvision.pdf","https://scholar.google.com/scholar?cites=1999821615828659720&as_sdt=2005&sciodt=0,5&hl=en",554,"2022-06-03 12:54:03","PDF","","","",,,,,26,1.30,26,1,20,"… The striking finding is that at least three prosimian species (Coquerel’s sifaka, Propithecus verreauxi coquereli; red ruffed lemur, Varecia variegata; and greater dwarf lemur, …","http://sites.oxy.edu/clint/physio/article/progresstowardunderstandingtheevolutionofprimatecolorvision.pdf","https://scholar.google.com/scholar?q=related:CG6dASrLwBsJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
390,"CP Van Schaik, PM Kappeler","Infanticide risk and the evolution of male–female association in primates",1997,"Proceedings of the …","royalsocietypublishing.org","https://royalsocietypublishing.org/doi/abs/10.1098/rspb.1997.0234","https://scholar.google.com/scholar?cites=2768789011331233865&as_sdt=2005&sciodt=0,5&hl=en",555,"2022-06-03 12:54:03","","10.1098/rspb.1997.0234","","",,,,,390,15.60,195,2,25,"… Propithecus tattersalli Microcebus murinus Microcebus rufus Mizra coquereli … Wright, PC 1995 Demography and life history of freeranging Propithecus diadema edwardsi in …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1688726/pdf/9404030.pdf","https://scholar.google.com/scholar?q=related:SThnpu-2bCYJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
9,"A Miller, H Mills, T Ralantoharijaona, ...","Forest type influences population densities of nocturnal lemurs in Manompana, northeastern Madagascar",2018,"International Journal of …","Springer","https://link.springer.com/article/10.1007/s10764-018-0055-5","https://scholar.google.com/scholar?cites=7790818294036553645&as_sdt=2005&sciodt=0,5&hl=en",556,"2022-06-03 12:54:03","","10.1007/s10764-018-0055-5","","",,,,,9,2.25,2,4,4,"Forest loss, fragmentation, and anthropization threaten the survival of forest species all over the world. Shifting agriculture is one of these threatening processes in Madagascar. …","https://ro.ecu.edu.au/cgi/viewcontent.cgi?article=6134&context=ecuworkspost2013","https://scholar.google.com/scholar?q=related:rd-p_fWLHmwJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
19,"R Ramanankirahina, M Joly, ...","Peaceful primates: affiliation, aggression, and the question of female dominance in a nocturnal pair‐living lemur (Avahi occidentalis)",2011,"American Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.20998","https://scholar.google.com/scholar?cites=2714494269683854838&as_sdt=2005&sciodt=0,5&hl=en",557,"2022-06-03 12:54:03","","10.1002/ajp.20998","","",,,,,19,1.73,6,3,11,"Affiliation/agonism and social dominance are central factors determining social organization in primates. The aim of our study is to investigate and describe, for the first time, the …","","https://scholar.google.com/scholar?q=related:9u1WASjSqyUJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
1,"K Markham","Diet and Behavior of Adult Propithecus verreauxi in Southern Madagascar During the Birth Season",2014,"","dspace.library.uvic.ca","http://dspace.library.uvic.ca/handle/1828/5691","https://scholar.google.com/scholar?cites=12057163164408822578&as_sdt=2005&sciodt=0,5&hl=en",558,"2022-06-03 12:54:03","","","","",,,,,1,0.13,1,1,8,"The environment in which Propithecus verreauxi (common name: Verreaux’s sifaka) is found is highly seasonal, arid and frequently undergoes periods of drought. P. verreauxi …","http://dspace.library.uvic.ca/bitstream/handle/1828/5691/Markham_Katherine_MA_2014.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:MjuDNQSmU6cJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
65,"TL Morelli, SJ King, ST Pochron, PC Wright","The rules of disengagement: takeovers, infanticide, and dispersal in a rainforest lemur, Propithecus edwardsi",2009,"Behaviour","JSTOR","https://www.jstor.org/stable/40295994","https://scholar.google.com/scholar?cites=17997618200832182238&as_sdt=2005&sciodt=0,5&hl=en",559,"2022-06-03 12:54:03","","","","",,,,,65,5.00,16,4,13,"… However, longitudinal and genetic data in this study show clearly that Propithecus edwardsi does not hold to this paradigm. Although in some species dispersal alone may accomplish …","https://www.researchgate.net/profile/Sharon-Pochron/publication/228656725_The_rules_of_disengagement_Takeovers_infanticide_and_dispersal_in_a_rainforest_lemur_Propithecus_edwardsi/links/5c6ae8ab299bf1e3a5b24f3b/The-rules-of-disengagement-Takeovers-infanticide-and-dispersal-in-a-rainforest-lemur-Propithecus-edwardsi.pdf","https://scholar.google.com/scholar?q=related:3ge172VixPkJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
12,"J Henke-von der Malsburg, PM Kappeler, ...","Linking ecology and cognition: does ecological specialisation predict cognitive test performance?",2020,"Behavioral Ecology and …","Springer","https://link.springer.com/article/10.1007/s00265-020-02923-z","https://scholar.google.com/scholar?cites=8462222037684093557&as_sdt=2005&sciodt=0,5&hl=en",560,"2022-06-03 12:54:03","HTML","10.1007/s00265-020-02923-z","","",,,,,12,6.00,4,3,2,"… (Propithecus coquereli), the latter being the most folivorous species (Rosati et al. 2014). Wied’s marmosets (Callithrix kuhlii) performed better than golden lion tamarins (Leontopithecus …","https://link.springer.com/article/10.1007/s00265-020-02923-z","https://scholar.google.com/scholar?q=related:dYKkxhvab3UJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
7,"C Vanpé, J Salmona, I Pais, ...","Noninvasive molecular sexing: An evaluation and validation of the SRY‐and amelogenin‐based method in three new lemur species",2013,"American journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajpa.22222","https://scholar.google.com/scholar?cites=6828622915851834792&as_sdt=2005&sciodt=0,5&hl=en",561,"2022-06-03 12:54:03","","10.1002/ajpa.22222","","",,,,,7,0.78,2,4,9,"… In this study, we (i) show that this molecular sexing test works on three additional lemur species (Microcebus tavaratra, Propithecus coronatus and P. verreauxi) from two previously …","https://arca.igc.gulbenkian.pt/bitstream/10400.7/568/3/Sexing_Manuscript_Resubmission.pdf","https://scholar.google.com/scholar?q=related:qNVwxFwkxF4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
1,"CJ Gardner, N McDonnell, C Ellis, LD Jasper","Observations of aquatic behaviour in Malagasy ground boas Acrantophis madagascariensis (Duméril & Bibron, 1844) and A. dumerili Jan, 1860",2017,"Herpetology Notes","kar.kent.ac.uk","https://kar.kent.ac.uk/84414/1/Gardner%20et%20al%202017%20Herpetology%20Notes.pdf","https://scholar.google.com/scholar?cites=802472052884313370&as_sdt=2005&sciodt=0,5&hl=en",562,"2022-06-03 12:54:03","PDF","","","",,,,,1,0.20,0,4,5,"Madagascar possesses a diverse snake fauna comprising over 90 species in four families 14 (Jenkins et al. 2014; Nagy et al. 2015). However, while recent years have seen the …","https://kar.kent.ac.uk/84414/1/Gardner%20et%20al%202017%20Herpetology%20Notes.pdf","https://scholar.google.com/scholar?q=related:GhVZlhT0IgsJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
116,"ES Scordato, G Dubay, CM Drea","Chemical Composition of Scent Marks in the Ringtailed Lemur (Lemur catta): Glandular Differences, Seasonal Variation, and Individual Signatures",2007,"Chemical Senses","academic.oup.com","https://academic.oup.com/chemse/article-abstract/32/5/493/365576","https://scholar.google.com/scholar?cites=5151442085043857507&as_sdt=2005&sciodt=0,5&hl=en",563,"2022-06-03 12:54:03","","","","",,,,,116,7.73,39,3,15,"The apocrine and sebaceous scent glands of ringtailed lemurs (Lemur catta) appear to serve different social functions. In behavioral experiments, lemurs modulate their responses to …","https://academic.oup.com/chemse/article/32/5/493/365576","https://scholar.google.com/scholar?q=related:Y2gJaEiZfUcJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
7,"F Ehrlich, M Laggner, L Langbein, P Burger, ...","Comparative genomics suggests loss of keratin K24 in three evolutionary lineages of mammals",2019,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-019-47422-y","https://scholar.google.com/scholar?cites=2174589565408909077&as_sdt=2005&sciodt=0,5&hl=en",564,"2022-06-03 12:54:03","HTML","","","",,,,,7,2.33,1,5,3,"Keratins are the main cytoskeletal proteins of epithelial cells and changes in the expression of keratins have contributed to the evolutionary adaptation of epithelia to different …","https://www.nature.com/articles/s41598-019-47422-y","https://scholar.google.com/scholar?q=related:FRd4MrCxLR4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
32,"J Rabearivony, R Thorstrom, LAR de Roland, ...","Protected area surface extension in Madagascar: Do endemism and threatened species remain useful criteria for site selection?",2010,"Madagascar …","ajol.info","https://www.ajol.info/index.php/mcd/article/view/57338","https://scholar.google.com/scholar?cites=9868853807933010762&as_sdt=2005&sciodt=0,5&hl=en",565,"2022-06-03 12:54:03","","","","",,,,,32,2.67,8,4,12,"The ‘hotspot approach’considers that endemism and threatened species are key factors in protected area designation. Three wetland and forest sites have been proposed to be …","https://www.ajol.info/index.php/mcd/article/view/57338/45717","https://scholar.google.com/scholar?q=related:SrMbOkA29YgJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
4,"M Zylberberg","Next-generation ecological immunology",2019,"Physiological and Biochemical Zoology","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/702440","https://scholar.google.com/scholar?cites=13251110139613812720&as_sdt=2005&sciodt=0,5&hl=en",566,"2022-06-03 12:54:03","","10.1086/702440","","",,,,,4,1.33,4,1,3,"The application of next-generation sequencing (NGS) to the study of whole genomes and transcriptomes is becoming commonplace in molecular biology and molecular medicine. Over …","","https://scholar.google.com/scholar?q=related:8BdC73Zm5bcJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
5,"EM St Clair, N Reback, JMG Perry","Craniomandibular variation in phalangeriform marsupials: Functional comparisons with primates",2018,"The Anatomical Record","Wiley Online Library","https://anatomypubs.onlinelibrary.wiley.com/doi/abs/10.1002/ar.23717","https://scholar.google.com/scholar?cites=7774569672185486730&as_sdt=2005&sciodt=0,5&hl=en",567,"2022-06-03 12:54:03","","10.1002/ar.23717","","",,,,,5,1.25,2,3,4,"Phalangeriform marsupials have often been compared with primates because of similarity in the range of external morphology, ecological niches, and body size between the two …","","https://scholar.google.com/scholar?q=related:ih0k6OzR5GsJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
23,"C Pichon, L Tarnaud, F Bayart, A Hladik, ...","Feeding ecology of the crowned sifaka (Propithecus coronatus) in a coastal dry forest in northwest Madagascar (SFUM, Antrema)",2010,"Lemur …","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-00575897/","https://scholar.google.com/scholar?cites=16866699413653150738&as_sdt=2005&sciodt=0,5&hl=en",568,"2022-06-03 12:54:03","","","","",,,,,23,1.92,5,5,12,"This is a preliminary presentation of the results obtained on forest composition, sifaka population density and group composition, and the diet and activity pattern of Propithecus …","https://hal.archives-ouvertes.fr/docs/00/57/58/97/PDF/Pichon_et_al.pdf","https://scholar.google.com/scholar?q=related:EtwVzMCNEuoJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
104,"E Quéméré, F Hibert, C Miquel, E Lhuillier, ...","A DNA metabarcoding study of a primate dietary diversity and plasticity across its entire fragmented range",2013,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0058971","https://scholar.google.com/scholar?cites=6255442444981973273&as_sdt=2005&sciodt=0,5&hl=en",569,"2022-06-03 12:54:03","HTML","","","",,,,,104,11.56,21,5,9,"… In this study, we were interested in the dietary plasticity of the golden-crowned sifaka (Propithecus tattersalli), an endangered species of lemur, found only in the Daraina region in north-…","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0058971","https://scholar.google.com/scholar?q=related:GTENzsLLz1YJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
204,"CP van Schaik, MA van Noordwijk, ...","Sex and social evolution in primates",1999,"Comparative primate …","books.google.com","https://books.google.com/books?hl=en&lr=&id=4rAeuiX8ps8C&oi=fnd&pg=PA204&dq=propithecus+coquereli&ots=i9y_Ur3LSC&sig=PopQWDJNa1ZxscwUXS6yCkL_qJU","https://scholar.google.com/scholar?cites=2841433594912945992&as_sdt=2005&sciodt=0,5&hl=en",570,"2022-06-03 12:54:03","","","","",,,,,204,8.87,68,3,23,"Infanticide by males unlikely or unable to have fathered a female's current dependent offspring is an adaptive male reproductive strategy if the mother can soon be fertilised again and …","","https://scholar.google.com/scholar?q=related:SLelzczMbicJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"I Seconde, II Seconde","ESCA LJJR",2019,"… of the Madagascar Section of the …","univ-antananarivo.mg","http://www.univ-antananarivo.mg/eSREE/IMG/pdf/lemur_news_volume_22_3_1_.pdf#page=75","",571,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,2,3,"… : A comparison of Coquerel’s sifaka (Propithecus coquereli) and Common brown lemur (… lemur species the Coquerel’s sifaka (Propithecus coquereli) and the Common Brown lemur (…","http://www.univ-antananarivo.mg/eSREE/IMG/pdf/lemur_news_volume_22_3_1_.pdf#page=75","https://scholar.google.com/scholar?q=related:pLNIy8sTeooJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"WR Lourenço, PO Waeber, L Wilmé","Additions to the geographical distribution of the Malagasy family Microcharmidae Lourenço 1996",2019,"","researchgate.net","https://www.researchgate.net/profile/Patrick-Waeber/publication/334680625_Additions_to_the_geographical_distribution_of_the_Malagasy_family_Microcharmidae_Lourenco_1996_Scorpiones_Buthoidea_and_description_of_three_new_species_of_Microcharmus_Lourenco_1995/links/5d39c47992851cd046864780/Additions-to-the-geographical-distribution-of-the-Malagasy-family-Microcharmidae-Lourenco-1996-Scorpiones-Buthoidea-and-description-of-three-new-species-of-Microcharmus-Lourenco-1995.pdf","",572,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,3,3,"… (Propithecus tattersalli), limited to the north and south by the largest Propithecus perrieri and … dry forests of the north-west (Propithecus coquereli) which could have disappeared from the …","https://www.researchgate.net/profile/Patrick-Waeber/publication/334680625_Additions_to_the_geographical_distribution_of_the_Malagasy_family_Microcharmidae_Lourenco_1996_Scorpiones_Buthoidea_and_description_of_three_new_species_of_Microcharmus_Lourenco_1995/links/5d39c47992851cd046864780/Additions-to-the-geographical-distribution-of-the-Malagasy-family-Microcharmidae-Lourenco-1996-Scorpiones-Buthoidea-and-description-of-three-new-species-of-Microcharmus-Lourenco-1995.pdf","https://scholar.google.com/scholar?q=related:24fumQ_BUlcJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
423,"RD Martin","Review lecture: Adaptive radiation and behaviour of the Malagasy lemurs",1972,"… Transactions of the Royal Society of London …","royalsocietypublishing.org","https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1972.0013","https://scholar.google.com/scholar?cites=16506148671736991773&as_sdt=2005&sciodt=0,5&hl=en",573,"2022-06-03 12:54:03","","10.1098/rstb.1972.0013","","",,,,,423,8.46,423,1,50,"The systematic distribution of behavioural characters in lemurs can be analysed using the same techniques as for anatomical characters, without considering physiological mechanisms…","","https://scholar.google.com/scholar?q=related:HVCrfMOeEeUJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
650,"JH Wolfheim","Primates of the world: distribution, abundance and conservation",1983,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=1IoKSLh1m_EC&oi=fnd&pg=PR13&dq=propithecus+coquereli&ots=rpI2eZw2ou&sig=CypEYAgSPx91oAuaLJbn5nONGzI","https://scholar.google.com/scholar?cites=8436606201780091799&as_sdt=2005&sciodt=0,5&hl=en",574,"2022-06-03 12:54:03","BOOK","","","",,,,,650,16.67,650,1,39,"… Cheirogaleus medius Fat-tailed Dwarf Lemur 65 Microcebus coquereli Coquerel's Mouse … Indri indri Indris 120 Propithecus diadema Diademed Sifaka 123 Propithecus verreauxi …","","https://scholar.google.com/scholar?q=related:l7v1NqTYFHUJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
82,"DK Brockman, PL Whitten, AF Richard, ...","Birth season testosterone levels in male Verreaux's sifaka, Propithecus verreauxi: insights into socio-demographic factors mediating seasonal testicular function",2001,"Behavioral Ecology and …","Springer","https://link.springer.com/article/10.1007/s002650000287","https://scholar.google.com/scholar?cites=10679608672948253971&as_sdt=2005&sciodt=0,5&hl=en",575,"2022-06-03 12:54:03","","10.1007/s002650000287","","",,,,,82,3.90,21,4,21,"Previous research suggests that although reproduction and testicular function in wild sifaka (Propithecus verreauxi) are highly seasonal, birth season elevations in fecal testosterone (T) …","https://www.academia.edu/download/50892177/Birth_season_testosterone_levels_in_male20161214-20758-1i7a0yt.pdf","https://scholar.google.com/scholar?q=related:E_VCS4GXNZQJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"OR Serrano-Barrera","Análisis filogenético del receptor humano del coronavirus SARS-CoV-2 e implicaciones en la biología de la infección Phylogenetic analysis of the human …",2020,"Revista Electrónica Dr. Zoilo E. Marinello …","researchgate.net","https://www.researchgate.net/profile/Orlando-Serrano-Barrera/publication/340818431_Analisis_filogenetico_del_receptor_humano_del_coronavirus_SARS-CoV-2_e_implicaciones_en_la_biologia_de_la_infeccion_Phylogenetic_analysis_of_the_human_receptor_of_SARS-CoV-2_coronavirus_and_its_implic/links/5e9f3198299bf13079b1dd6a/Analisis-filogenetico-del-receptor-humano-del-coronavirus-SARS-CoV-2-e-implicaciones-en-la-biologia-de-la-infeccion-Phylogenetic-analysis-of-the-human-receptor-of-SARS-CoV-2-coronavirus-and-its-implic.pdf","",576,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,2,"Fundamento: la enzima convertidora de la angiotensina 2 (ACE2) es el receptor que emplea el SARS-CoV-2 para infectar a las células humanas y producir enfermedad en el humano. …","https://www.researchgate.net/profile/Orlando-Serrano-Barrera/publication/340818431_Analisis_filogenetico_del_receptor_humano_del_coronavirus_SARS-CoV-2_e_implicaciones_en_la_biologia_de_la_infeccion_Phylogenetic_analysis_of_the_human_receptor_of_SARS-CoV-2_coronavirus_and_its_implic/links/5e9f3198299bf13079b1dd6a/Analisis-filogenetico-del-receptor-humano-del-coronavirus-SARS-CoV-2-e-implicaciones-en-la-biologia-de-la-infeccion-Phylogenetic-analysis-of-the-human-receptor-of-SARS-CoV-2-coronavirus-and-its-implic.pdf","https://scholar.google.com/scholar?q=related:0nQByVuiFQoJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
128,"JA Powzyk","The socio-ecology of two sympatric Indrids. Propithecus diadema diadema and Indri indri: A comparison of feeding strategies and their possible repercussions …",1997,"","search.proquest.com","https://search.proquest.com/openview/f68d96c2a7b282ec3df7c69c57286b9e/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=15788463627277521204&as_sdt=2005&sciodt=0,5&hl=en",577,"2022-06-03 12:54:03","BOOK","","","",,,,,128,5.12,128,1,25,"… Propithecus, while Propithecus spent more time feeding on fruits and flowers than Indri. The top ten food items for Propithecus … Propithecus also exhibited more feeding bouts per day …","","https://scholar.google.com/scholar?q=related:NFENpQTkG9sJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
5,"G Donati, TM Eppley, JM Ralison, ...","Lemurs in mangroves and other flooded habitats",2019,"Primates in Flooded …","radar.brookes.ac.uk","https://radar.brookes.ac.uk/radar/file/4ef4d0d0-3fa8-4455-8635-d042ef6880eb/1/Lemurs%20in%20mangroves%20and%20freshwater%20swamps%20-%202018%20-%20Donati%20et%20al.pdf","https://scholar.google.com/scholar?cites=13546138172895372821&as_sdt=2005&sciodt=0,5&hl=en",578,"2022-06-03 12:54:03","PDF","","","",,,,,5,1.67,1,4,3,"… The presence of two species of sifakas, Propithecus deckeni and P. coquereli, has been reported in the areas of Katsepy and Anjohibe (near Mahajanga), respectively (M. Markoff, pers. …","https://radar.brookes.ac.uk/radar/file/4ef4d0d0-3fa8-4455-8635-d042ef6880eb/1/Lemurs%20in%20mangroves%20and%20freshwater%20swamps%20-%202018%20-%20Donati%20et%20al.pdf","https://scholar.google.com/scholar?q=related:FabJ0eWM_bsJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
2,"B Sun, MA Huffman, JH Li","The gut microbiome of tibetan macaques: composition, influencing factors and function in feeding ecology",2020,"The behavioral ecology of the tibetan …","library.oapen.org","https://library.oapen.org/bitstream/handle/20.500.12657/22940/1007221.pdf?sequence=1#page=210","https://scholar.google.com/scholar?cites=14082347575979236090&as_sdt=2005&sciodt=0,5&hl=en",579,"2022-06-03 12:54:03","PDF","","","",,,,,2,1.00,1,3,2,"Microbes dominated the earth for at least 2.5 billion years before multicellular life appeared in the biosphere (Hooper and Gordon 2001; Ley et al. 2008). In fact, animals have been …","https://library.oapen.org/bitstream/handle/20.500.12657/22940/1007221.pdf?sequence=1#page=210","https://scholar.google.com/scholar?q=related:-lrTRYKMbsMJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
17,"ST Pochron, PC Wright, E Schaentzler, ...","Effect of season and age on the gonadosomatic index of Milne-Edwards' sifakas (Propithecus diadema edwardsi) in Ranomafana National Park, Madagascar",2002,"International journal of …","Springer","https://link.springer.com/article/10.1023/A:1013887629152","https://scholar.google.com/scholar?cites=15333193605659877094&as_sdt=2005&sciodt=0,5&hl=en",580,"2022-06-03 12:54:03","","10.1023/A:1013887629152","","",,,,,17,0.85,4,4,20,"Aiming to explain individual variation in gonadosomatic index (testicular volume per body weight), we examined the relationship between gonadosomatic index (GI), age, and season in …","https://www.academia.edu/download/47802314/Testes_size_and_body_weight_in_the_Milne20160804-7903-1fvmpsx.pdf","https://scholar.google.com/scholar?q=related:5t6leVhyytQJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
15,"JJ Petter, F Desbordes","Primates of the world: An illustrated guide",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=jbBIDwAAQBAJ&oi=fnd&pg=PA1&dq=propithecus+coquereli&ots=tlMiYRqcUI&sig=Rj4daExYA-CipjjbtHwRBVJ4YiI","https://scholar.google.com/scholar?cites=12723802521675829289&as_sdt=2005&sciodt=0,5&hl=en",581,"2022-06-03 12:54:03","BOOK","","","",,,,,15,1.67,8,2,9,"The essential illustrated guide to the world's primates This stunningly illustrated guide to the world's primates covers nearly 300 species, from the feather-light and solitary pygmy mouse …","","https://scholar.google.com/scholar?q=related:KRC12PoGlLAJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"A Rehman, P Chandra, KK Singh","The MAGOH paralogs-MAGOH, MAGOHB and their multiple isoforms",2021,"Gene Reports","Elsevier","https://www.sciencedirect.com/science/article/pii/S2452014421001990","",582,"2022-06-03 12:54:03","","10.1101/2021.05.07.443087.full","","",,,,,0,0.00,0,3,1,"A central processing event in eukaryotic gene expression is splicing. Concurrent with splicing, the core-EJC proteins, eIF4A3 and RBM8A-MAGOH heterodimer are deposited 24 bases …","https://www.biorxiv.org/content/10.1101/2021.05.07.443087.full.pdf","https://scholar.google.com/scholar?q=related:27Ag0zuxrZ4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
17,"I Tattersall","Species-level diversity among Malagasy lemurs",2012,"Leaping Ahead","Springer","https://link.springer.com/chapter/10.1007/978-1-4614-4511-1_2","https://scholar.google.com/scholar?cites=15482481048391293325&as_sdt=2005&sciodt=0,5&hl=en",583,"2022-06-03 12:54:03","","10.1007/978-1-4614-4511-1_2","","",,,,,17,1.70,17,1,10,"The number of Malagasy lemur species recognized has skyrocketed over the past quarter-century, from 22 in 1982 to almost 100 today. This is largely a result of the wholesale …","","https://scholar.google.com/scholar?q=related:jZkU23vS3NYJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"CP Heesy, CF Ross","Activity Pattern, Diet, and Color Vision in Haplorhine",,"academia.edu","","https://www.academia.edu/download/11255127/Heesy%20%20Ross%202004.pdf","",584,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,2,,"… X-linked polymorphic trichromacy with peak wavelength sensitivities of 543/558 nm (ie, Propithecus verreauxi coquereli and Varecia variegata rubra) is scored as l. X-linked …","https://www.academia.edu/download/11255127/Heesy%20%20Ross%202004.pdf","https://scholar.google.com/scholar?q=related:8Ki1CREMSDYJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
46,"BE Crowley, KE Samonds","Stable carbon isotope values confirm a recent increase in grasslands in northwestern Madagascar",2013,"The Holocene","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0959683613484675","https://scholar.google.com/scholar?cites=12640026730737551706&as_sdt=2005&sciodt=0,5&hl=en",585,"2022-06-03 12:54:03","","10.1177/0959683613484675","","",,,,,46,5.11,23,2,9,"… Herbivorous lemurs Propithecus coquereli, Eulemur fulvus, and the fruit bat Eidolon dupreanum incorporated nominal amounts of C 4 into their diets. However, several faunivorous taxa …","https://www.sadabe.org/Samonds/PDFS/19%20Crowley%20and%20Samonds%202013.pdf","https://scholar.google.com/scholar?q=related:WskNhVdlaq8J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
